publication,volcano,eruption,data_doi,chemistry,bulk_sio2,bulk_na2o_k2o,glass_sio2,glass_na2o_k2o,chemistry_doi,rock_experiment_type,subaerial_submarine,eff_exp,sample_no,bulk_porosity,connected_porosity,connectivity,permeability_k1,permeability_k2,vesicle_number_density,s_polydispersivity,total_crystallinity,phenocrystallinity,microcrystallinity,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 21,12.50,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 24,9.00,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 31,1.50,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 32,1.10,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCp 33,5.10,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 34,7.50,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 35,9.60,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 36,18.10,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 37,9.40,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 38,5.80,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 39,5.50,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 40,0.80,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 41,1.80,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 42,5.00,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - rind,Subaerial,Explosive,BCP 43,12.10,,,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 1,32.90,22.10,0.672,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 10,26.20,23.70,0.905,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 11,47.90,41.40,0.864,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 12,44.10,36.60,0.830,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 13b,26.20,22.70,0.866,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 13 a,27.20,25.90,0.952,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 14,46.80,39.60,0.846,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 15,48.70,44.80,0.920,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 16,45.90,43.50,0.948,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 17,56.70,47.10,0.831,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 18,50.50,42.40,0.840,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 19,52.30,44.80,0.857,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 20,47.80,38.80,0.812,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 21,61.90,54.20,0.876,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 22,65.00,54.30,0.835,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 23,43.50,35.30,0.811,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 24,62.80,55.10,0.877,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 31,38.10,30.40,0.798,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 32,40.30,32.60,0.809,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 33,45.50,37.00,0.813,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 34,51.20,44.80,0.875,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 35,49.00,41.30,0.843,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 36,49.90,37.20,0.745,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 37,44.80,38.40,0.857,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 38,47.70,40.30,0.845,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 39,41.20,33.30,0.808,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 40,21.90,19.60,0.895,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 41,37.80,32.70,0.865,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 42,50.00,43.40,0.868,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Breadcrust bomb - core,Subaerial,Explosive,BCB 43,48.80,42.40,0.869,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO1a,56.70,53.10,0.937,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO1b,52.80,47.80,0.905,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO29,58.20,49.20,0.845,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO36,60.70,54.90,0.904,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO40,23.60,23.70,1.004,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO43,30.60,31.50,1.029,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO100-,37.80,35.10,0.929,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO100-,46.40,45.60,0.983,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO101,67.70,64.30,0.950,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO102,47.90,45.20,0.944,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO103,68.00,63.50,0.934,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO104,59.90,57.80,0.965,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO106,55.50,48.50,0.874,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO107,35.40,32.00,0.904,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO108,67.20,59.10,0.879,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO109,64.90,59.00,0.909,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO110,69.10,60.70,0.878,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,AMO111,61.70,54.60,0.885,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,PV3,75.70,69.00,0.911,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-04,59.10,51.00,0.863,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-02a,70.00,61.80,0.883,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-02b,59.50,44.60,0.750,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-3a,58.10,56.50,0.972,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-3c,71.90,64.20,0.893,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-15a,43.10,39.60,0.919,,,,,,,,
Giachetti et al. 2010,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/j.jvolgeores.2010.04.001 ,Andesite,,,,,,Pumice,Subaerial,Explosive,MTO6-15b,69.30,66.40,0.958,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 16-2,72.60,62.30,0.858,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 17-1,66.40,57.10,0.860,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 17-2,68.30,58.50,0.857,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 18,73.30,64.50,0.880,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 19-1,67.70,62.30,0.920,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 19-2,65.50,60.90,0.930,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 20-1,52.20,49.80,0.954,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 20-2,53.10,50.20,0.945,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 21-1,75.20,69.20,0.920,,,,,,,,
Formenti and Druitt. 2003,Soufriere Hills Volcano,1997 Vulcanian,https://doi.org/10.1016/S0012-821X(03)00386-8,Andesite,,,,,,Pumice,Subaerial,Explosive,YF 21-2,75.30,68.60,0.911,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-69,73.35,72.64,0.990,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-69,71.12,69.84,0.982,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-69,72.10,69.95,0.970,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-69,60.84,55.75,0.916,3.86E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,SD23,70.52,68.01,0.964,2.05E-11,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,67.25,62.56,0.930,1.24E-11,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,65.05,60.13,0.924,5.31E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,70.02,65.35,0.933,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,71.67,66.78,0.932,1.74E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,70.99,66.03,0.930,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,83.51,82.09,0.983,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,77.75,74.78,0.962,3.02E-11,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,78.78,76.87,0.976,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-19,77.80,76.52,0.984,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,68.84,63.25,0.919,2.79E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,66.37,61.62,0.928,3.13E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,64.94,59.24,0.912,1.82E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,68.52,62.93,0.918,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,64.51,58.61,0.909,3.44E-12,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,65.70,60.18,0.916,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-45,65.07,59.57,0.915,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-46,70.85,69.14,0.976,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-46,74.11,72.42,0.977,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-46,62.85,60.90,0.969,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-46,68.00,65.55,0.964,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,69.52,69.02,0.993,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,65.74,61.43,0.934,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,66.66,62.29,0.934,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,68.12,64.26,0.943,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,67.28,62.19,0.924,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,67.45,62.93,0.933,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,75.88,70.00,0.923,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,76.46,71.64,0.937,,,,,,,,
Platz et al. 2007,Mt. Taranaki,"AD 1655, Taranaki, New Zealand",https://doi.org/10.1016/j.jvolgeores.2006.11.005,Andesite,,,,,,Pumice,Subaerial,Explosive,T04-64,70.43,67.75,0.962,,,,,,,,
